laser,gyro_x,gyro_y,gyro_z


SCAN 1 - Left to Right
4632,-1420,74,-92
7149,-1178,103,-111
6289,-938,82,-101
2717,-1366,69,-107
4313,-1160,49,-91
4585,-1275,72,-93
3498,-2100,29,-90
4599,-907,81,-89
5001,-1699,47,-119
4708,-1153,75,-136
5341,-1664,82,-80
4067,-985,52,-104
4841,-1908,68,-114
4571,-1206,98,-93
4247,-1719,25,-64
3717,-1566,91,-113
6609,-1749,43,-115
4256,-1258,79,-74
5653,-1598,108,-128
5954,-1334,104,-86
4532,-1598,70,-80
5226,-1833,57,-118
5497,-1512,53,-91
5227,-1651,51,-109
4946,-1571,48,-82
5991,-1510,77,-84
5249,-1620,58,-91
4304,-807,76,-85
5822,-2171,56,-100
5577,-927,67,-81
4816,-1581,601,-8
5787,-1457,65,-102
5952,-1378,37,-81
7239,-1556,74,-93
6383,-853,85,-84
6104,-1625,50,-97
7746,-1777,71,-101
6808,-879,65,-110
7330,-1567,72,-76
6095,-1680,82,-112
7387,-1534,71,-107
8201,-1132,93,-77
8169,-1685,65,-107
7350,-848,80,-106
7704,-1848,60,-134
7655,-1849,76,-117
86
