laser,gyro_x,gyro_y,gyro_z
7600,2517,109,-7
7645,3388,138,-78
7542,144,124,-34
7640,3746,119,5
7461,-800,97,-81
6870,2824,144,-52
7474,2577,134,-23
6982,-212,113,-95
7786,2385,114,-39
7405,2329,117,-31
7552,2474,119,-33
7550,3062,139,-32
7674,972,79,-86
7817,673,113,-77
6948,1684,150,-16
7830,1340,103,-65
7566,2856,159,21
7803,2690,118,-25
7227,2692,153,13
7192,2838,127,-19
7187,-175,103,-100
7250,2381,161,23
6900,937,132,-65
7401,910,98,-62
7189,1777,128,-31
7279,1824,131,-27
7560,1735,125,-31
7659,2623,133,-2
7544,2027,144,-57
8363,2298,143,-20
7919,1591,126,-32
7318,1807,125,-52
7844,1344,175,-8
7447,2212,104,-36
7876,1474,123,-14
7778,1609,131,-26
7019,2288,124,20
7539,1679,138,-29
7743,2179,128,-51
7041,1435,113,-15
7477,1749,137,-57
7130,2620,119,-35
7187,1391,116,-52
7034,2205,122,-55
7496,2501,131,-37
7959,2003,121,-44
7515,1839,107,-23
7349,2226,107,-46
7709,1784,149,-39
7000,1564,112,-49
7531,1869,71,-58
7763,2230,128,-17
7699,1868,123,-8
7459,2160,108,7
7704,1401,149,-44
7512,1860,120,-75
7112,2328,137,13
8069,1095,115,-30
7706,1979,114,-39
8415,1989,-570,-23
7866,1673,127,-50
7476,1496,102,-74
7866,2268,114,-27
7901,1655,-818,-70
7548,2624,115,-45
7304,1116,67,-89
7500,1239,134,-61
7958,2199,95,-40
7570,1697,93,-76
7355,1285,94,-50
8095,2506,60,-16
8117,1718,89,-43
7966,2021,140,-41
8311,1634,1646,-32
7734,1782,1
SCAN 3 - Left to Right
11,-17
7817,2046,103,-60
6281,554,86,-60
7989,-328,97,-49
7609,6,56,-122
8457,-628,-244,-65
7771,-2888,52,-132
8232,-2129,82,-104
8140,-3615,-214,-208
8072,-402,106,-108
7786,-2858,32,-145
7718,-2312,72,-132
7752,-491,104,-115
8361,-2617,60,-112
8470,-2803,90,-117
7740,-3922,52,-147
8167,-315,81,-82
8087,-2328,76,-116
8104,-2857,53,-141
7976,-2553,67,-137
8176,-1997,82,-119
7797,-3585,51,-163
7514,-437,93,-75
7946,-3393,36,-126
7607,-2204,62,-154
8098,-1090,51,-74
7679,-2765,31,-146
7816,-2496,79,-135
7739,-1192,82,-105
7767,-1939,48,-149
7679,-2260,73,-126
7953,-2841,50,-137
7671,-2770,67,-137
8027,-2407,67,-159
7348,-2804,69,-172
8113,-54,81,-101
7902,-1398,81,-121
8375,-1597,80,-92
7640,-1327,81,-127
7054,-2214,94,-125
7655,-3591,81,-175
7660,-2708,46,-150
8145,-1895,73,-131
7230,-2046,68,-128
7861,-1401,64,-135
7751,-2787,70,-143
7717,-2056,61,-127
6889,-2642,59,-133
7092,-2213,60,-126
7144,-1841,52,-104
6575,-2804,42,-101
7907,-2261,83,-123
7035,-2230,29,-101
7439,-2095,22,-108
7178,-1882,101,-102
7378,-2303,64,-143
6526,-3094,60,-136
6972,-1796,63,-95
7143,-2526,44,-99
6815,-1845,59,-106
7503,-1754,55,-109
7727,-1807,40,-107
7390,-3092,84,-144
7627,-2383,60,-105
7889,-1160,81,-136
6626,-3172,56,-137
8203,-2073,47,-134
7680,-2393,68,-130
7552,-1829,25,-133
6652,-2918,59,-143
7541,-1262,532,4
7482,-2646,648,-111
7221,-1515,63,-135
8378,-3037,50,-148
7489,-2246,95,-131
7074,-1672,81,-111
7815,-2700,68,-157
7200,-2268,94,-115
7387,-1708,62,-132
7387,-2158,95,-133
7228,-1595,85,-84
8003,-2018,58,-163
7668,-2535,72,-114
8181,-2194,57,-106
7545,-2311,49,-107
7374,-2417,82,-155
7738,-1786,64,-160
7316,-2420,38,-149
8147,-2296,85,-123
8069,-2362,58,-127
8428,-1958,80,-110
7033,-2290,66,-111
7343,-3122,24,-127
7580,-1500,107,-163
7284,-2375,78,-131
7257,-1747,56,-129
7080,-2902,61,-153
7946,-2180,75,-110
7299,-1756,60,-119
7748,-2140,88,-162
7861,-2435,37,-118
7617,-2192,94,-136
7265,-2550,55
