laser,gyro_x,gyro_y,gyro_z


SCAN 1 - Left to Right
7928,1163,98,-56
8394,1386,98,-48
7880,1362,134,-45
7757,1261,79,-2
7657,1234,118,-27
7846,1112,92,10
7774,1224,133,-36
8425,2056,94,-15
7813,813,99,-47
8248,1055,82,-22
7853,1175,90,-38
7807,1134,115,-32
8051,821,83,-54
7752,1570,1473,-25
8127,1539,122,-28
7930,860,86,-79
8416,1217,122,-79
8301,1040,102,-94
7884,945,91,-58
8442,1643,67,-7
8432,1151,65,-64
8045,1501,99,-41
8352,1215,110,-49
8522,1739,90,-9
8737,1250,108,-44
8204,1248,101,-109
8448,1169,126,-95
8112,1180,118,8
8642,1065,139,-5
7501,1415,101,8
9810,1633,127,-53
7950,1255,128,-39
7903,990,86,-41
7503,966,104,-81
8462,1040,103,-18
8111,1197,118,-16
7667,1163,69,-18
8319,1172,120,-50
7894,1154,92,-26
8225,1788,123,-25

SCAN 3 - Left to Right
8200,867,90,-90
8011,948,71,-52
8095,465,91,-104
8535,-384,93,-79
8526,-24,84,-48
8369,17,100,-30
8460,-417,118,-88
8471,-1297,87,-89
8088,-400,90,-87
8314,-1128,82,-57
8296,-3444,66,-136
8097,1221,138,-76
7941,-1606,63,-113
8029,-1154,103,-117
7732,-3498,16,-144
8144,429,147,-51
7788,-2657,62,-105
7965,-2025,33,-138
8014,-1215,49,-87
8371,-2277,40,-127
8654,-1504,87,-64
8139,-1244,56,-113
8365,-878,72,-100
8033,-2471,72,-115
8144,1272,108,-41
7983,-3368,75,-141
8401,-5,103,-65
9076,-2727,40,-128
8385,220,147,-28
7938,-3851,48,-153
8485,805,106,-42
8859,-1902,63,-112
7896,-2359,79,-110
7709,34,83,-63
8416,-612,77,-74
7863,-2404,68,-85
7657,101,108,-49
7981,-2233,54,-96
7392,-2693,79,-122
7821,-3,97,-106
8757,-3247,51,-120
39139,1119,93,-66
7172,-1075,73,-98
7708,-2070,58,-116
7143,-2225,84,-137
7929,-197,89,-70
7981,-2161,38,-104
7675,-1249,82,-77
8013,-2739,88,-115
7437,240,60,-32
8016,-1615,87,-77
7921,-1596,87,-75
7360,-1716,95,-83
7373,-1893,33,-105
7572,-2416,48,-96
7361,-865,112,-80
7356,-1804,15,-115
8154,-1744,67,-89
7052,-205,84,-55
7529,-1500,79,-109
7289,-1613,73,-106
7696,-972,29,-77
7387,-1205,82,-86
476,-1256,51,-119
7133,-1383,95,-70
7064,-1239,93,-127
8106,-1556,72,-73
8387,-1274,54,-80
7048,-1557,89,-86
7326,-1571,72,-88
7388,-1261,64,-80
8144,-1062,47,-110
7290,-1253,45,-95
7521,-1159,73,-89
3472,-1267,89,-88
7621,-1865,37,-69
8050,-1640,84,-117
8125,-1934,48,-71
8873,-1555,96,-84
7730,-1637,61,-63
7226,-2024,91,-80
7584,-1849,59,-126
7736,-1093,80,-89
7616,-1202,83,-107
7296,-1405,54,-105
7422,-1349,77,-64
8029,-1855,69,-102
7962,-1469,72,-90
7485,-1034,71,-90
7810,-1076,105,-124
7772,-1548,53,-83
7265,-1026,79,-98
7765,-1688,59,-89
7373,-996,69,-93
7744,-1629,75,-97
7391,-1271,57,-68
7805,-984,73,-93
7826,-1834,53,-76
7844,-1482,108,-91
7781,-1356,71,-83
7092,-1586,89,-110
6860,-1622,68,-88
7179,-1636,81,-119
7021,-1778,72,-85
7740,-1598,63,-131
7527,-1145,97,-128
8186,-1674,73,-55
7013,-1193,78,-121
7339,-1394,58,-108
6914,-1532,58,-78
7336,-1531,78,-70
7725,-1570,91,-105
6545,-1579,70,-118
6582,-1719,77,-90
7290,-1612,35,-101
7647,-1203,85,-96
7668,-1471,47,-125
8415,-1329,57,-94
7815,-1410,76,-106
7105,-1322,90,-77
7729,-1191,65,-92
8065,-1327,75,-91
7649,-1173,101,-70
7301,-1850,116,-115
7659,-1924,32,-114
7999,-1197,60,-106
6843,-1912,66,-124
8181,-924,84,-69
7337,-1845,54,-96
7374,-1331,57,-77
7455,-1390,48,-61
6995,-1163,85,-89
6899,-2250,34,-76
7519,-1260,75,-108
6575,-2433,54,-124
7022,-1533,51,-107
7272,-1134,74,-43
7476,-1764,73,-67
7525,-1215,37,-49
7621,-1436,92,-78
8448,-1262,100,-106
7404,-1436,74,-103
7295,-1131,109,-109
8224,-1507,12,-78
7408,-1526,73,-121
7587,-2296,57,-80
7032,-714,67,-116
7791,-1800,102,-95
7878,-1168,60,-108
7558,-1418,81,-91
7962,-872,103,-103
6682,-2057,36,-84
7604,-1399,99,-105
4979,-1426,77,-143
7691,-1381,77,-90
8222,-1699,72,-91
7993,-1299,71,-
