laser,gyro_x,gyro_y,gyro_z


SCAN 1 - Left to Right
8746,-1026,1
SCAN 6 - Right to Left
10,-101
9000,-779,70,-118
8699,-682,75,-110
9219,-579,72,-73
9037,383,95,-41
9276,463,87,-47
9043,1376,82,-56
9068,194,82,-106
9049,1917,127,-65
9318,413,123,-85
9285,2436,134,-54
8812,-366,88,-74
9113,2976,142,-50
9314,2525,135,-49
8435,-314,75,-64
8896,3136,153,-5
9163,-782,69,-81
8758,1493,103,-66
9418,453,117,-102
8320,2761,130,-38
9343,-397,49,-83
9070,2839,127,-56
8903,798,79,-47
8869,3017,141,-36
8757,-220,103,-102
8651,3364,140,-61
8256,529,119,-39
8971,3725,131,-14
8555,-1318,52,-51
8687,1342,101,-66
8350,2245,139,-44
8467,-120,82,-83
8774,1220,114,-8
8555,2527,100,-46
8445,-417,85,-79
9276,2868,119,-5
8480,195,65,-90
8907,2850,141,-17
8478,-735,34,-70
8485,3539,125,2
8302,483,100,-104
7612,2057,122,-36
8792,-115,81,-90
8222,2702,55,17
9285,1518,138,-57
7835,78,118,-82
8232,1176,107,-49
8285,1796,94,-44
8272,2203,108,-57
8063,-923,87,-107
8561,780,115,-61
8566,1971,95,-70
8681,2429,113,-73
8669,2295,127,-24
8873,-91,79,-94
8618,1808,95,-51
8198,321,107,-64
8350,1046,128,-76
8100,1834,58,-35
8718,1218,147,-75
8279,2360,165,-37
8129,859,99,-67
8540,149,122,-71
7977,1824,128,-59
8337,1081,111,-65
8041,1195,67,-37
8040,935,119,-70
8100,1250,94,-70
8602,1303,-24,-55
8995,1336,86,-39
8606,1573,643,-57
8785,1933,102,-88
8481,93,79,-89
8925,1469,116,-37
8615,1592,104,-49
7652,1108,96,-97
8420,1542,83,-69
8273,2240,116,-36
8419,1116,109,-70
8688,1879,87,-20
8187,-146,103,-99
7648,1120,90,-49
8878,1341,98,-52
7917,1265,121,-72
8926,799,121,-55
8181,828,109,-94
8789,1269,118,-93
8034,995,147,-56
8259,1051,127,-48
8190,1441,102,-57
7708,985,117,-70
8360,1098,119,-67
7804,1225,105,-60
8857,958,91,-84
8505,964,97,-43
8435,1155,93,-78
8137,1224,72,-61
8699,988,144,-54
8595,967,92,-76
8473,1284,114,-73
8679,1031,122,-78
8830,1362,141,-67
8778,1863,135,-26
7862,1503,123,-32
7851,1710,94,-68
8130,832,73,-74
8052,1603,125,-55
8392,571,90,-33
7718,1289,125,-44
8335,1044,132,-95
8018,1256,92,-49
8442,1363,142,-44
9271,1622,106,-50
8428,1735,133,-34
7842,1064,80,-75
7776,1427,136,-79
8327,1632,128,-68
292,1223,132,-92
8405,1072,130,-59
8874,1492,90,-74
8469,1271,93,-39
8755,1190,123,-61
8867,1559,111,-66
9426,972,112,-45
8809,1087,133,-44
8793,1201,104,-33
9019,1528,100,-82
8581,1227,109,-67
8247,1412,80,-67
8778,1061,127,-76
9188,1197,146,-62
8363,1486,127,-39
9161,1553,123,-62
8937,767,124,-108
8306,1529,112,-62
8944,605,128,-68
8700,1289,81,-29
8754,883,80,-71
8308,1425,83,-50
8790,880,78,-62
8711,996,67,-39
8470,1376,73,-38
8968,1501,143,-49
9242,1328,126,-45
9136,1315,89,-67
9145,1091,114,-93
9366,987,109,-81
8582,1055,94,-66
8977,1145,111,-63
9292,801,95,-20
9344,1157,119,-29
9192,1502,168,-30
8830,835,143,-56
9464,1333,51,-63
8487,2130,138,-32
9315,639,88,-94
9656,1229,84,-92
9752,994,77,-33
8711,1685,145,-41
9019,1088,92,-59
8995,1245,74,-62
8868,1036,145,-41
SCAN 7 - Left to Right

9502,1353,121,-56
9549,460,121,-82
9235,411,111,-87
9077,-136,80,-34
9279,-219,105,-111
9262,-628,65,-57
9384,-2453,32,-114
9462,-103,102,-77
9247,-2626,71,-133
9402,1149,133,-64
9158,-3377,22,-151
9253,-1375,84,-103
9040,-676,59,-109
9040,-1582,54,-100
8863,41,92,-102
9159,-3061,14,-131
8830,-1298,74,-112
8961,-529,80,-92
9221,-2980,68,-158
8842,695,90,-106
9353,-2832,49,-135
8836,-730,77,-123
8767,-2108,35,-127
9228,-2375,51,-184
8742,-204,83,-51
5679,-2109,35,-86
9231,-2001,65,-150
9695,-117,84,-85
8633,-2350,50,-148
9062,-2718,64,-171
9198,446,102,-49
8865,-331,80,-129
8983,-2186,86,-178
8515,325,122,-77
9042,-1415,49,-136
8625,-3329,51,-185
9137,275,139,-67
9062,-2518,74,-180
8802,-1234,60,-84
8758,-1192,40,-98
9145,-2312,51,-118
8679,-862,78,-91
9002,-1899,64,-107
8767,-1484,52,-126
8096,-742,76,-93
8839,-1928,38,-146
8273,-1344,95,-94
3907,-2480,52,-121
7962,-1295,39,-117
8802,-834,83,-112
8792,-2075,53,-133
8260,-1567,64,-112
8926,-2430,69,-113
8481,-298,80,-105
8382,-1876,79,-131
9275,-1732,-37,-103
9414,-2313,43,-160
168,-21,86,-94
8347,-929,58,-111
9509,-1529,84,-114
8707,-1357,50,-131
8310,-1217,73,-150
8977,-1456,96,-92
8279,-1416,50,-105
7945,-1284,-250,-106
9158,-1320,78,-110
8496,-1537,94,-96
7850,-1604,56,-96
8798,-1352,62,-121
9017,-1141,90,-87
8315,-1113,73,-110
8496,-1294,81,-124
8433,-1352,68,-112
8381,-1703,71,-97
8852,-1606,76,-132
7515,-1326,70,-118
8791,-1063,70,-111
8555,-1811,61,-103
8808,-1606,84,-121
8345,-2197,53,-130
9312,-1774,61,-122
8210,-1534,70,-100
8730,-1078,79,-126
7902,-1239,61,-110
8502,-1548,71,-122
8265,-1374,37,-105
8163,-2127,94,-155
7973,-1116,67,-129
8326,-1334,51,-104
7889,-1437,72,-126
8663,-1297,63,-111
8276,-2147,61,-174
8034,-1171,114,-143
8829,-1326,50,-94
8857,-1639,85,-164
8090,-1844,52,-90
8680,-852,75,-98
8319,-1811,66,-123
8149,-1651,48,-127
8294,-1685,88,-136
8915,-1400,56,-100
8315,-1404,57,-123
9133,-1610,84,-140
7766,-1393,61,-72
9027,-1209,94,-128
8696,-1779,39,-133
8512,-1920,92,-121
8190,-1348,53,-125
8241,-1068,74,-133
8702,-1406,76,-101
7712,-1594,71,-127
8284,-1473,68,-121
8829,-1639,84,-96
8746,-2040,34,-98
9479,-1487,92,-86
8925,-1444,64,-89
8045,-1430,40,-124
8620,-1101,102,-111
8385,-1367,46,-125
9184,-1711,66,-114
8675,-2522,69,-140
8482,-819,90,-102
9006,-2021,61,-132
9268,-750,53,-88
8663,-1988,61,-113
8918,-1260,77,-110
8408,-1218,44,-90
8938,-1008,100,-87
8331,-2506,40,-142
8606,-1373,35,-103
9370,-2117,81,-123
8580,-1297,55,-116
8718,-1368,72,-120
8313,-1786,53,-97
8278,-1010,45,-135
8073,-1431,18,-94
8328,-1592,76,-116
8049,-1495,89,-76
9048,-2286,53,-139
8889,-316,109,-75
8348,-1721,187,-73
8846,-1410,42,-121
9141,-1583,52,-126
9452,-2155,46,-130
8429,-1407,86,-120
9376,-641,79,-133
8567,-1816,63,-122
9548,-1015,88,-77
8832,-1753,60,-136
8996,-1405,78,-109
9206,-1381,100,-117
8935,-1050,67,-96
8919,-2226,55,-136
8923,-1280,67,-125

SCAN 8 - Right to Left
9009,-1376,78,-138
9458,-1346,64,-106
8952,-873,83,-115
9340,81,140,-83
8517,378,61,-115
8864,1252,107,-60
9048,76,71,-88
8132,2624,131,-19
8639,-619,58,-105
8577,959,105,-63
8238,2410,148,-31
8770,611,112,-97
8087,2279,130,-69
8264,1402,129,-49
8543,1740,119,-53
8059,-61,100,-86
8472,-56,142,-39
8628,2885,124,-26
9071,364,85,-86
4215,2130,110,-19
8679,100,100,-71
8441,3472,135,-22
8190,-1367,22,-93
8557,3794,149,5
9372,-353,74,-100
8524,2300,115,-79
7964,1615,152,-107
8863,1191,136,-60
8475,2231,130,-80
