attr1,attr2,attr3,attr4,attr5,attr6
0.18814949863263447,0.18402255639097745,0.19350824372759853,0.14599984599984597,0.08926825891311874,0.26275781320363867,mean_box
0.09463764283006439,0.1200475454771929,0.029770680813628294,0.025043262895984734,0.05836588493662319,0.19562476684344265,stddev_box

0.19887909787636318,0.4688039543302703,0.3346542413381122,0.3324262724262725,0.4785212876427829,0.3706685880692906,mean_coffee
0.1079016158326673,0.09869221055762888,0.2025696385379526,0.19537900059740293,0.2028357827208797,0.03575212956456183,stddev_coffee

0.29808568824065623,0.5879281537176274,0.39645209080047794,0.39859089859089875,0.5393091034960192,0.4442883304812514,mean_wall
0.1860203910024388,0.13006617682521135,0.036910482249331855,0.03717959733320863,0.05567265046144711,0.13460058697338975,stddev_wall

